"adr","adults","new_column"
132.6,2,66.3
129,2,64.5
96.02,2,48.01
161.66,3,53.8866666666667
116.1,2,58.05
135.15,1,135.15
143.52,2,71.76
83.64,2,41.82
116.1,2,58.05
97.71,2,48.855
168.3,3,56.1
105.3,2,52.65
95,2,47.5
85,2,42.5
105,2,52.5
148.5,2,74.25
101.52,2,50.76
75,2,37.5
126.9,2,63.45
125.1,2,62.55
116.1,2,58.05
170.1,2,85.05
150,2,75
116.1,2,58.05
116.1,1,116.1
215,3,71.6666666666667
116.1,1,116.1
116.1,1,116.1
116.1,1,116.1
105,2,52.5
132.6,2,66.3
129,2,64.5
116.1,1,116.1
161.1,2,80.55
221,2,110.5
92.28,2,46.14
75,2,37.5
104,2,52
90,2,45
121.5,1,121.5
126.9,2,63.45
140.4,2,70.2
94.35,2,47.175
109.65,2,54.825
106.08,2,53.04
129,2,64.5
121.5,2,60.75
153,3,51
121.5,2,60.75
80.75,2,40.375
95,2,47.5
95,2,47.5
121.5,2,60.75
126.9,2,63.45
105.3,2,52.65
143.1,2,71.55
126.9,2,63.45
92.28,2,46.14
221,2,110.5
140.4,2,70.2
119.85,2,59.925
159.2,3,53.0666666666667
80,2,40
140.4,2,70.2
186,3,62
126.9,2,63.45
140.4,2,70.2
117.73,2,58.865
187.85,2,93.925
92.28,2,46.14
92.5,2,46.25
154.88,3,51.6266666666667
0,2,0
135,1,135
142.2,2,71.1
159.3,2,79.65
119.85,2,59.925
177,2,88.5
99.33,2,49.665
141,2,70.5
140.4,2,70.2
126.9,2,63.45
159.3,3,53.1
121.59,2,60.795
140.4,2,70.2
83.78,2,41.89
105,3,35
117.1,2,58.55
110.1,2,55.05
117.1,2,58.55
116.1,2,58.05
116.1,2,58.05
140.59,3,46.8633333333333
80.75,2,40.375
116.1,2,58.05
116.1,2,58.05
119.85,2,59.925
127.39,0,Inf
127.39,2,63.695
116.1,2,58.05
116.1,2,58.05
131.26,2,65.63
80.75,2,40.375
80.75,2,40.375
80.75,2,40.375
80.75,2,40.375
100.3,2,50.15
80.75,2,40.375
80.75,2,40.375
117.9,2,58.95
117.9,2,58.95
159.3,3,53.1
186,3,62
90.1,2,45.05
109.65,2,54.825
80.75,2,40.375
80.75,2,40.375
114.34,3,38.1133333333333
135.15,2,67.575
203.73,2,101.865
182.75,2,91.375
90,2,45
80.75,2,40.375
184.99,3,61.6633333333333
149.4,2,74.7
150.45,3,50.15
121.5,2,60.75
121.5,1,121.5
126.9,1,126.9
219.6,3,73.2
116.1,2,58.05
117.1,2,58.55
116.1,2,58.05
132.6,2,66.3
90,2,45
96.8,2,48.4
68.53,2,34.265
121,2,60.5
150.45,3,50.15
187.85,2,93.925
126.9,2,63.45
159.3,3,53.1
126.9,2,63.45
93,1,93
65.14,1,65.14
90,2,45
74.14,1,74.14
168.3,2,84.15
129.5,2,64.75
90,2,45
90,2,45
90,2,45
89,1,89
89,1,89
90,2,45
150.45,3,50.15
126.9,2,63.45
97,1,97
90,2,45
90,2,45
78.8,1,78.8
90,2,45
90,2,45
211,2,105.5
90,2,45
90,2,45
90,2,45
97,1,97
71.2,1,71.2
108.11,2,54.055
90,2,45
116.1,2,58.05
119.85,2,59.925
119.85,2,59.925
119.85,2,59.925
90,2,45
91.44,2,45.72
111.92,2,55.96
140.4,2,70.2
92.28,2,46.14
99.45,2,49.725
112.5,2,56.25
159.3,3,53.1
90,2,45
90,2,45
99.45,2,49.725
210.6,3,70.2
102.1,2,51.05
45,2,22.5
127.5,2,63.75
103,2,51.5
150.45,3,50.15
149.4,2,74.7
89,1,89
89,2,44.5
137.1,2,68.55
80.75,2,40.375
89,2,44.5
80.75,2,40.375
80.75,2,40.375
152,2,76
102,1,102
64.68,1,64.68
62.73,2,31.365
126.1,2,63.05
163.8,3,54.6
140.4,2,70.2
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
119.85,2,59.925
103.5,2,51.75
126.9,2,63.45
90.95,2,45.475
106.26,1,106.26
135,1,135
147.56,3,49.1866666666667
80.75,2,40.375
132.6,2,66.3
116.1,2,58.05
90,1,90
116.1,2,58.05
90,1,90
119.85,2,59.925
115.6,3,38.5333333333333
125.1,2,62.55
65,1,65
65,1,65
115.58,2,57.79
115.67,2,57.835
134.85,2,67.425
87.05,2,43.525
193.5,2,96.75
125,2,62.5
101.49,2,50.745
103.5,2,51.75
118.6,2,59.3
127.6,0,Inf
80.75,2,40.375
94.5,2,47.25
150.45,3,50.15
135.1,2,67.55
119.85,2,59.925
95.94,2,47.97
114.3,2,57.15
140.4,2,70.2
140.4,1,140.4
140.4,1,140.4
89.75,2,44.875
102.1,2,51.05
140.4,1,140.4
105,2,52.5
95,1,95
144,1,144
110,1,110
110,1,110
126.9,2,63.45
66.88,1,66.88
76.16,1,76.16
66.88,1,66.88
98.32,1,98.32
81.75,2,40.875
103.53,2,51.765
81.75,2,40.875
81.75,2,40.875
81.75,2,40.875
81.75,2,40.875
66.88,1,66.88
130,1,130
81.75,2,40.875
66.88,1,66.88
81.75,2,40.875
130,1,130
90,1,90
135.15,2,67.575
130,1,130
150.45,1,150.45
130,1,130
130,1,130
130,1,130
150.45,1,150.45
140,2,70
130,1,130
83.12,2,41.56
130,1,130
96.3,2,48.15
130,1,130
130,1,130
140,2,70
130,1,130
130,1,130
129,2,64.5
110,1,110
75,2,37.5
120,2,60
120.12,1,120.12
120.12,1,120.12
103.2,2,51.6
135,2,67.5
120.12,1,120.12
135,2,67.5
120,2,60
114.3,2,57.15
150.45,3,50.15
135.15,2,67.575
85.5,2,42.75
156,2,78
156,2,78
149.4,2,74.7
92.28,2,46.14
116.1,2,58.05
132.6,2,66.3
100.87,2,50.435
127.5,2,63.75
105.3,2,52.65
132.6,2,66.3
75,2,37.5
140.4,2,70.2
130,1,130
130,1,130
130,1,130
130,1,130
187.85,2,93.925
130,1,130
130,1,130
132.6,2,66.3
149.4,2,74.7
132.6,2,66.3
121.67,2,60.835
89.25,2,44.625
74.54,2,37.27
89.4,2,44.7
117.8,1,117.8
89.4,2,44.7
89.4,2,44.7
136.67,1,136.67
140,1,140
105.3,2,52.65
126.9,2,63.45
130,1,130
122.33,2,61.165
98.32,1,98.32
152,2,76
130,1,130
130,1,130
130,1,130
107.95,2,53.975
123.3,2,61.65
130,1,130
130,1,130
130,1,130
0,1,0
128.85,2,64.425
144.8,1,144.8
140.4,2,70.2
130,1,130
135.15,2,67.575
0,1,0
103.5,2,51.75
119.85,2,59.925
159,2,79.5
109.65,1,109.65
143.4,2,71.7
132.6,2,66.3
80.75,2,40.375
168.3,2,84.15
98.32,1,98.32
98.32,1,98.32
135,1,135
116.1,2,58.05
161.9,3,53.9666666666667
111.6,1,111.6
111.6,1,111.6
126.9,1,126.9
116.1,2,58.05
160,1,160
160,1,160
210,1,210
90,1,90
108.11,1,108.11
140.4,2,70.2
135.9,2,67.95
105.4,3,35.1333333333333
126.9,2,63.45
143.1,2,71.55
94.5,2,47.25
105.3,2,52.65
95,1,95
221,2,110.5
125.45,2,62.725
177,3,59
0,2,0
140.4,2,70.2
119.85,2,59.925
135.9,2,67.95
140.4,2,70.2
106.25,2,53.125
130,1,130
115.61,3,38.5366666666667
223,2,111.5
94.5,2,47.25
94.5,2,47.25
97.71,2,48.855
125.1,2,62.55
103.5,2,51.75
209,2,104.5
75,2,37.5
140.4,2,70.2
124.8,2,62.4
80.75,2,40.375
126.9,2,63.45
149.4,2,74.7
130,1,130
110,1,110
79,1,79
95,1,95
126.9,1,126.9
92.28,2,46.14
97.71,2,48.855
132.6,2,66.3
83.59,1,83.59
83.59,1,83.59
126.9,2,63.45
130,1,130
150.45,3,50.15
116.1,1,116.1
99.45,2,49.725
140.4,2,70.2
76.5,2,38.25
136,1,136
118.15,2,59.075
159.3,3,53.1
116.1,2,58.05
140.4,2,70.2
130,1,130
109.65,2,54.825
126.9,2,63.45
126.9,2,63.45
129.2,2,64.6
45,1,45
0,1,0
75,2,37.5
0,1,0
75,2,37.5
75,2,37.5
65,1,65
65,1,65
0,0,NA
0,0,NA
65,1,65
65,1,65
45,1,45
45,1,45
45,1,45
65,1,65
65,1,65
65,1,65
65,1,65
75,2,37.5
135,2,67.5
221,2,110.5
126.9,2,63.45
0,2,0
95,1,95
149,1,149
149,1,149
155,2,77.5
206,2,103
65,2,32.5
65,2,32.5
65,2,32.5
100,2,50
65,2,32.5
100,2,50
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
296,2,148
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
0,1,0
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
0,1,0
57.5,1,57.5
65,2,32.5
192,2,96
140.4,2,70.2
111.5,2,55.75
109,2,54.5
100,2,50
156,2,78
109,2,54.5
150,2,75
100,2,50
202,3,67.3333333333333
206,3,68.6666666666667
149,2,74.5
85,2,42.5
198.77,2,99.385
164.9,2,82.45
176,2,88
197,3,65.6666666666667
132.6,2,66.3
132.6,2,66.3
142.2,3,47.4
197,3,65.6666666666667
95,1,95
95,1,95
194,2,97
177,2,88.5
176,1,176
161,1,161
95,1,95
0,2,0
136,2,68
108.11,2,54.055
108.11,2,54.055
156,2,78
169,1,169
140.4,2,70.2
176,2,88
140.4,2,70.2
140.4,2,70.2
156,1,156
165,2,82.5
89.4,2,44.7
65,2,32.5
78,2,39
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,1,65
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
72,1,72
65,2,32.5
65,2,32.5
140.4,2,70.2
107,2,53.5
159.3,3,53.1
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
95,2,47.5
95,2,47.5
95,2,47.5
65,2,32.5
95,2,47.5
177,3,59
168.3,3,56.1
126.9,2,63.45
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
184.45,2,92.225
62,1,62
143.1,2,71.55
65,2,32.5
107,2,53.5
140.4,2,70.2
80.75,2,40.375
198.9,3,66.3
120.12,2,60.06
230,2,115
168.3,3,56.1
65,1,65
135.9,2,67.95
135.9,2,67.95
126.9,2,63.45
126.9,2,63.45
65,2,32.5
156,1,156
72,2,36
72,2,36
65,2,32.5
0,1,0
62,1,62
62,1,62
258,3,86
65,2,32.5
85.5,2,42.75
145,2,72.5
151,2,75.5
158,2,79
112,2,56
75.54,2,37.77
112,2,56
112,2,56
91,1,91
112,2,56
112,2,56
112,2,56
173.5,2,86.75
112,2,56
91,1,91
56,2,28
112,2,56
91,1,91
112,2,56
112,2,56
112,2,56
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
60,1,60
116.1,2,58.05
65,2,32.5
65,2,32.5
136,2,68
126.9,2,63.45
65,2,32.5
126.9,2,63.45
100,2,50
155,2,77.5
110,2,55
76.5,2,38.25
116.1,2,58.05
65,2,32.5
136,2,68
261,2,130.5
117.9,2,58.95
107,2,53.5
109.5,2,54.75
137.21,2,68.605
159.2,3,53.0666666666667
173.8,2,86.9
126.9,2,63.45
136,2,68
155,2,77.5
136,2,68
125.1,2,62.55
85.5,2,42.75
65,2,32.5
136,2,68
136,2,68
136,3,45.3333333333333
90.95,2,45.475
65,2,32.5
132.77,2,66.385
144.8,2,72.4
140.4,2,70.2
140.4,2,70.2
132.6,2,66.3
136,2,68
136,2,68
207.63,1,207.63
108.9,2,54.45
109.65,2,54.825
126.9,2,63.45
126.9,2,63.45
125.1,2,62.55
65,2,32.5
116.1,2,58.05
116.1,2,58.05
116.1,2,58.05
116.1,2,58.05
112,2,56
32.5,2,16.25
132.6,2,66.3
65,2,32.5
95,1,95
110,1,110
95,1,95
94.5,2,47.25
95,1,95
110,1,110
110,2,55
110,1,110
110,1,110
95,1,95
85.5,2,42.75
95,1,95
116.1,2,58.05
119,2,59.5
95,1,95
159,2,79.5
114.9,2,57.45
109.25,1,109.25
135.8,1,135.8
149,2,74.5
86.5,2,43.25
144,1,144
153,1,153
144,1,144
95,1,95
95,1,95
65,1,65
65,1,65
132.6,2,66.3
135.9,2,67.95
218.45,1,218.45
149,2,74.5
149,2,74.5
148,2,74
116.1,2,58.05
108.9,2,54.45
106.2,2,53.1
121,2,60.5
116.1,2,58.05
155.64,3,51.88
95.4,2,47.7
104,2,52
136.32,2,68.16
187.85,2,93.925
150.45,1,150.45
123.08,2,61.54
95,1,95
115,1,115
115,1,115
172,2,86
132.6,2,66.3
105.3,2,52.65
176,2,88
95,2,47.5
114.73,2,57.365
107.25,3,35.75
130.32,2,65.16
129,2,64.5
126.4,2,63.2
149,2,74.5
97.71,2,48.855
94.5,2,47.25
65,1,65
119,2,59.5
99.9,1,99.9
114.75,1,114.75
118.8,1,118.8
157.5,1,157.5
114,1,114
70,1,70
80.75,2,40.375
97.71,2,48.855
140.4,2,70.2
90,1,90
177,3,59
98.1,1,98.1
129,1,129
141,2,70.5
141,2,70.5
141,2,70.5
140,2,70
129.2,2,64.6
89,1,89
114.75,1,114.75
100,1,100
110,1,110
95,1,95
145.85,2,72.925
70,1,70
109,2,54.5
78,2,39
78,2,39
78,2,39
152,1,152
90.95,2,45.475
100.87,2,50.435
90.95,2,45.475
80.75,2,40.375
116.1,2,58.05
194,2,97
70,1,70
78,2,39
78,2,39
132.6,2,66.3
78,2,39
141,2,70.5
78,2,39
117.9,2,58.95
152,1,152
116.1,2,58.05
257,2,128.5
140.4,2,70.2
97.02,1,97.02
90,1,90
0,2,0
98.1,2,49.05
126.9,2,63.45
141,2,70.5
119.85,2,59.925
126.9,2,63.45
133.58,2,66.79
92.83,2,46.415
113.05,2,56.525
125.1,2,62.55
105.34,1,105.34
90,1,90
139,2,69.5
211,2,105.5
211,2,105.5
100,1,100
99,2,49.5
106.25,1,106.25
106.25,1,106.25
90,1,90
90,1,90
97.02,1,97.02
80.75,2,40.375
110,2,55
97.02,1,97.02
102.41,2,51.205
90,1,90
116.95,2,58.475
107.95,2,53.975
90,1,90
109.65,1,109.65
90,1,90
90,1,90
90,1,90
90,1,90
136.85,1,136.85
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
110,2,55
79.2,2,39.6
110,2,55
110,2,55
108.9,2,54.45
108.9,1,108.9
108.9,2,54.45
89.25,2,44.625
100,1,100
110,2,55
100,1,100
0,1,0
140.4,2,70.2
106.25,1,106.25
105.11,2,52.555
119,1,119
119,1,119
119,2,59.5
119,2,59.5
119,2,59.5
119,2,59.5
119,1,119
126.9,2,63.45
119,2,59.5
110,2,55
109.65,2,54.825
116.1,2,58.05
118,2,59
127,2,63.5
116.1,2,58.05
159.3,3,53.1
108.9,2,54.45
110,2,55
100,1,100
108.9,2,54.45
124.2,2,62.1
119,2,59.5
131.52,2,65.76
105,2,52.5
135.15,2,67.575
96.99,2,48.495
106.25,2,53.125
147,3,49
109.65,2,54.825
150.45,3,50.15
107,2,53.5
90.95,2,45.475
85.75,2,42.875
160,1,160
81,1,81
99,2,49.5
119.85,2,59.925
111,2,55.5
108.9,2,54.45
132.6,2,66.3
99,1,99
115.85,3,38.6166666666667
89.25,1,89.25
118,2,59
89.25,1,89.25
90.84,2,45.42
125.1,2,62.55
90.84,2,45.42
90.84,2,45.42
125.1,2,62.55
111.35,2,55.675
95,1,95
136.72,2,68.36
75,2,37.5
140.4,2,70.2
120.28,2,60.14
198.9,3,66.3
171,2,85.5
197,1,197
116.1,2,58.05
126.31,2,63.155
140.4,2,70.2
140.4,2,70.2
132.6,2,66.3
165,2,82.5
159.3,3,53.1
198.9,2,99.45
159.3,2,79.65
241,2,120.5
132.6,2,66.3
73,2,36.5
118,2,59
94.25,1,94.25
77.23,2,38.615
141.6,2,70.8
65,2,32.5
137.33,3,45.7766666666667
218.45,3,72.8166666666667
77,2,38.5
73,2,36.5
73,2,36.5
73,2,36.5
80.75,2,40.375
250,2,125
106.08,2,53.04
106.08,2,53.04
197,3,65.6666666666667
176,2,88
73,2,36.5
129,2,64.5
73,2,36.5
135.67,1,135.67
62.5,1,62.5
62.5,1,62.5
73,2,36.5
62.5,1,62.5
62.5,1,62.5
128.78,0,Inf
128.78,3,42.9266666666667
176,2,88
132.6,2,66.3
132.6,2,66.3
149,2,74.5
95.4,2,47.7
102.1,2,51.05
95.4,2,47.7
95.4,2,47.7
95.4,2,47.7
177,1,177
161,2,80.5
111.59,2,55.795
135,2,67.5
135,2,67.5
206,3,68.6666666666667
144.9,2,72.45
207.9,2,103.95
159.3,3,53.1
202,3,67.3333333333333
140.4,2,70.2
161,2,80.5
80.75,2,40.375
155,1,155
155,2,77.5
80.75,2,40.375
186,3,62
176,2,88
159,2,79.5
80.75,2,40.375
140.4,2,70.2
111.59,2,55.795
266,2,133
156,2,78
149,2,74.5
157.5,3,52.5
179,2,89.5
156,2,78
149,2,74.5
176,2,88
90.1,2,45.05
90.1,2,45.05
161,2,80.5
85,2,42.5
90.1,2,45.05
0,2,0
159,3,53
99,2,49.5
134.1,2,67.05
120.35,2,60.175
85,1,85
140.4,2,70.2
136.18,2,68.09
140.4,2,70.2
96,1,96
94,1,94
99,2,49.5
127.15,2,63.575
157,3,52.3333333333333
94.35,2,47.175
198.9,2,99.45
143,2,71.5
147,3,49
129.96,2,64.98
198.9,2,99.45
99,2,49.5
105.7,3,35.2333333333333
108.11,2,54.055
111,2,55.5
109,2,54.5
108.11,2,54.055
122.4,2,61.2
159.3,3,53.1
108.11,1,108.11
131.4,2,65.7
95,2,47.5
130,1,130
89,2,44.5
85,2,42.5
109,2,54.5
111.35,2,55.675
208.66,2,104.33
109,2,54.5
97.02,1,97.02
104.72,1,104.72
114.75,2,57.375
120,1,120
81.62,1,81.62
97.02,1,97.02
120,1,120
57.5,1,57.5
0,1,0
65,2,32.5
65,2,32.5
120,1,120
65,2,32.5
12,2,6
65,2,32.5
120,1,120
0,1,0
57.5,1,57.5
65,2,32.5
65,2,32.5
65,2,32.5
12,2,6
57.5,1,57.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
57.5,1,57.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
71,3,23.6666666666667
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
97.02,1,97.02
119,2,59.5
131,2,65.5
132.6,2,66.3
135,2,67.5
141.95,3,47.3166666666667
75,2,37.5
121.5,1,121.5
176.34,3,58.78
125,1,125
120,1,120
120,1,120
120,1,120
86.43,2,43.215
153.9,1,153.9
101.7,2,50.85
140,2,70
196.46,3,65.4866666666667
207.9,2,103.95
153.5,2,76.75
93.15,2,46.575
120,1,120
112.33,1,112.33
134,2,67
106.25,1,106.25
120,1,120
120,1,120
187.85,2,93.925
121,1,121
120,1,120
0,1,0
124.1,2,62.05
104,2,52
94.5,2,47.25
133.1,2,66.55
155,2,77.5
114,2,57
110,2,55
89.75,2,44.875
131,2,65.5
65,1,65
75,2,37.5
65,1,65
75,2,37.5
65,1,65
75,2,37.5
75,2,37.5
65,1,65
125.1,2,62.55
125.1,2,62.55
125.1,2,62.55
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
120,1,120
136,2,68
105.3,2,52.65
80.75,2,40.375
116.1,2,58.05
116.1,2,58.05
109,2,54.5
120,1,120
85.5,2,42.75
120,1,120
120,1,120
140,2,70
111.35,2,55.675
120.35,2,60.175
125,1,125
80.75,2,40.375
119,2,59.5
80,2,40
105.75,2,52.875
116.1,2,58.05
90.86,2,45.43
119,2,59.5
97.02,1,97.02
89.1,2,44.55
89.1,2,44.55
166.6,2,83.3
95,1,95
119.33,1,119.33
121.2,2,60.6
116.1,2,58.05
116.1,2,58.05
95,1,95
126,1,126
121,1,121
121,1,121
98.6,2,49.3
97.75,1,97.75
135.58,3,45.1933333333333
119,2,59.5
119,2,59.5
87.78,1,87.78
109.65,2,54.825
126.9,2,63.45
128,2,64
12,2,6
121,2,60.5
166,3,55.3333333333333
109,2,54.5
155,2,77.5
101.52,2,50.76
110.15,2,55.075
75,2,37.5
118.51,2,59.255
126.9,2,63.45
104.55,2,52.275
111.35,2,55.675
111.35,2,55.675
111.35,2,55.675
99.66,2,49.83
117.3,2,58.65
128,2,64
129,2,64.5
112.01,2,56.005
112.01,0,Inf
112.01,2,56.005
112.01,0,Inf
119,2,59.5
138.54,2,69.27
80.08,1,80.08
118,2,59
132.67,2,66.335
125.1,2,62.55
80.75,2,40.375
95,2,47.5
76.84,2,38.42
115.5,1,115.5
110.75,2,55.375
119.85,2,59.925
80.75,2,40.375
68.69,2,34.345
68.69,2,34.345
91.36,1,91.36
100.73,2,50.365
80.75,2,40.375
110.15,2,55.075
75.44,2,37.72
101.15,2,50.575
99,1,99
105.9,2,52.95
119,2,59.5
109,1,109
117.29,2,58.645
93.6,2,46.8
103.42,3,34.4733333333333
90,1,90
85,1,85
140.4,1,140.4
140.4,2,70.2
102.43,2,51.215
158,2,79
104,1,104
104,1,104
85.32,2,42.66
108.29,2,54.145
108.29,2,54.145
111.35,2,55.675
139,2,69.5
109,1,109
84.31,2,42.155
109,2,54.5
141.95,1,141.95
95,2,47.5
87.12,1,87.12
111.35,2,55.675
75,2,37.5
157.5,2,78.75
141.95,3,47.3166666666667
141.95,3,47.3166666666667
85.5,2,42.75
85.5,2,42.75
101.15,2,50.575
101.15,2,50.575
87.78,1,87.78
104.8,2,52.4
120.7,1,120.7
120,2,60
80.75,2,40.375
111.35,2,55.675
111.35,2,55.675
124.1,1,124.1
100.73,2,50.365
82.61,2,41.305
120.95,2,60.475
120,2,60
80.75,2,40.375
172,3,57.3333333333333
140.4,1,140.4
105,3,35
100.73,2,50.365
141.95,3,47.3166666666667
102.1,2,51.05
111.35,2,55.675
100,1,100
119,2,59.5
119.85,2,59.925
109,1,109
126.9,2,63.45
90,1,90
87.67,2,43.835
66.71,2,33.355
66.71,2,33.355
113.46,2,56.73
96.99,2,48.495
143.1,2,71.55
150,2,75
108.11,2,54.055
108.11,2,54.055
149,2,74.5
80.85,2,40.425
127.48,2,63.74
0,2,0
75,1,75
0,2,0
129,2,64.5
140.4,1,140.4
148,2,74
105.4,3,35.1333333333333
132.08,2,66.04
94,2,47
134.7,2,67.35
140.4,1,140.4
140.4,2,70.2
75,2,37.5
75,2,37.5
110,2,55
123.11,3,41.0366666666667
102.7,2,51.35
118.76,2,59.38
120,2,60
221,2,110.5
119,2,59.5
100,2,50
110,2,55
80.75,2,40.375
153.67,2,76.835
136,2,68
100,1,100
100,2,50
139,2,69.5
104.61,2,52.305
100,2,50
100,2,50
132.6,2,66.3
100,2,50
100,2,50
100,2,50
94.5,2,47.25
131,1,131
159.3,3,53.1
100,2,50
100,2,50
100,2,50
100,2,50
100,2,50
0,2,0
100,2,50
100,2,50
100,2,50
100,2,50
96.67,2,48.335
100,2,50
100,2,50
100,2,50
100,2,50
121.25,2,60.625
100,2,50
140.4,2,70.2
149.4,2,74.7
85.5,2,42.75
120,2,60
120,2,60
140.4,2,70.2
141,2,70.5
198.9,2,99.45
100,2,50
96.67,2,48.335
332.57,2,166.285
175.95,2,87.975
140.4,2,70.2
126.9,2,63.45
185.85,2,92.925
185.85,2,92.925
129,2,64.5
126.9,2,63.45
152.67,2,76.335
135.8,2,67.9
73.6,2,36.8
149.4,2,74.7
152.67,2,76.335
139,2,69.5
187.85,2,93.925
159.3,3,53.1
159.3,3,53.1
106.71,2,53.355
170.33,3,56.7766666666667
115.2,2,57.6
140.4,1,140.4
126,1,126
73.45,2,36.725
90.95,1,90.95
80.75,2,40.375
120,2,60
12,2,6
72.25,2,36.125
120.18,2,60.09
156,2,78
117.29,2,58.645
110.75,2,55.375
120,2,60
139,2,69.5
120,2,60
129.2,2,64.6
100,2,50
159.3,3,53.1
80.75,2,40.375
127.5,2,63.75
120,2,60
173.67,3,57.89
100,2,50
100,2,50
100,2,50
137.65,1,137.65
100,2,50
120,2,60
100,2,50
105.84,3,35.28
100,2,50
100,2,50
100,2,50
100,2,50
90,1,90
100,2,50
100,2,50
100,2,50
80.75,2,40.375
100,2,50
100,2,50
80.75,2,40.375
95.4,2,47.7
90,1,90
80.75,2,40.375
80.75,2,40.375
120,2,60
120,2,60
0,1,0
119.85,2,59.925
101.18,2,50.59
120,2,60
120,2,60
100,2,50
106.2,2,53.1
141,2,70.5
187.85,2,93.925
132.6,1,132.6
117.11,2,58.555
80.75,2,40.375
89.27,2,44.635
98.1,2,49.05
120,2,60
145.8,3,48.6
80.24,2,40.12
80.24,2,40.12
163.2,2,81.6
109,2,54.5
119,2,59.5
149.33,2,74.665
93.56,2,46.78
136.25,3,45.4166666666667
140.9,2,70.45
194.4,3,64.8
137.4,2,68.7
189.9,2,94.95
132,2,66
150.3,3,50.1
131.4,2,65.7
121,2,60.5
114.96,2,57.48
121,2,60.5
114.96,2,57.48
128.59,2,64.295
132,2,66
132,2,66
109,2,54.5
127.15,2,63.575
134.33,2,67.165
112.42,2,56.21
65,2,32.5
57.5,1,57.5
110,1,110
156.3,3,52.1
144.84,2,72.42
137.4,2,68.7
109.65,2,54.825
126.9,2,63.45
149.33,2,74.665
119,2,59.5
76.92,2,38.46
110,1,110
132,2,66
75,2,37.5
83.78,2,41.89
115.84,2,57.92
132,2,66
123.9,2,61.95
132,2,66
126.9,2,63.45
110,1,110
117,1,117
109.23,2,54.615
132,2,66
122.4,2,61.2
123.9,2,61.95
146,2,73
132,2,66
116,1,116
132,2,66
111.85,2,55.925
75.33,1,75.33
132,2,66
87.95,1,87.95
78.95,1,78.95
132,2,66
132,2,66
167,3,55.6666666666667
132,2,66
135.9,2,67.95
49.5,2,24.75
132,2,66
132,2,66
132,2,66
90.67,2,45.335
89.28,2,44.64
90.67,2,45.335
117,1,117
131.7,1,131.7
75.33,1,75.33
119,2,59.5
110,1,110
110,1,110
0,2,0
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
61.67,1,61.67
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
115.33,2,57.665
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
0,1,0
111,1,111
119.85,2,59.925
73.33,2,36.665
73.33,2,36.665
61.67,1,61.67
187.85,2,93.925
80.75,2,40.375
89.75,2,44.875
109.2,2,54.6
0,1,0
110,1,110
73.33,2,36.665
73.33,2,36.665
73.33,2,36.665
111.15,1,111.15
0,2,0
129,2,64.5
120,2,60
110,1,110
96.12,2,48.06
110,1,110
106.33,2,53.165
0,1,0
106,2,53
116.1,2,58.05
132.6,2,66.3
101.34,3,33.78
90.95,2,45.475
115,2,57.5
90,1,90
110,1,110
115,2,57.5
115,2,57.5
115,2,57.5
110,1,110
110,1,110
110,1,110
124,1,124
111,2,55.5
119.85,2,59.925
95,1,95
95,1,95
90,1,90
115,2,57.5
115,2,57.5
115,2,57.5
115,2,57.5
115,2,57.5
115,2,57.5
115,2,57.5
115,2,57.5
115,2,57.5
115,2,57.5
115,2,57.5
95.4,2,47.7
115,2,57.5
115,2,57.5
115,2,57.5
115,2,57.5
115,1,115
109,2,54.5
115,2,57.5
115,2,57.5
115,2,57.5
110,1,110
110,1,110
110,1,110
110,1,110
110,1,110
110,1,110
